,movieId,title,genres,userId,rating,imdbId
63,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,178,4.0,114709
64,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,179,4.0,114709
65,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,182,4.0,114709
66,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,185,4.0,114709
67,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,186,4.0,114709
68,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,191,4.0,114709
71,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,201,5.0,114709
72,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,202,4.0,114709
73,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,206,5.0,114709
77,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,217,4.0,114709
79,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,220,5.0,114709
82,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,229,5.0,114709
85,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,234,5.0,114709
86,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,239,4.0,114709
87,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,240,5.0,114709
88,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,247,5.0,114709
89,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,249,4.0,114709
90,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,252,4.5,114709
91,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,254,4.5,114709
92,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,263,4.0,114709
93,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,264,4.0,114709
95,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,269,5.0,114709
96,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,270,5.0,114709
97,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,273,5.0,114709
98,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,274,4.0,114709
99,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,275,5.0,114709
100,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,276,4.0,114709
101,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,277,4.0,114709
103,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,280,4.5,114709
104,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,282,4.5,114709
106,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,288,4.5,114709
107,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,290,4.0,114709
108,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,291,4.0,114709
109,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,292,4.0,114709
112,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,304,5.0,114709
113,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,307,4.0,114709
117,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,328,5.0,114709
118,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,330,4.0,114709
119,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,332,4.0,114709
121,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,336,4.0,114709
122,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,337,4.0,114709
123,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,339,4.0,114709
124,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,341,5.0,114709
125,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,347,5.0,114709
126,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,350,4.0,114709
127,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,353,5.0,114709
128,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,357,5.0,114709
129,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,359,4.0,114709
130,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,364,5.0,114709
131,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,367,5.0,114709
134,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,378,4.5,114709
135,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,380,5.0,114709
137,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,382,4.5,114709
138,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,385,4.0,114709
139,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,389,5.0,114709
141,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,396,5.0,114709
142,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,399,4.0,114709
144,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,411,5.0,114709
146,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,414,4.0,114709
147,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,420,4.0,114709
148,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,422,4.0,114709
150,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,434,4.0,114709
151,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,436,4.0,114709
152,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,438,4.5,114709
153,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,443,4.0,114709
154,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,448,5.0,114709
155,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,451,5.0,114709
156,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,453,5.0,114709
157,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,456,5.0,114709
158,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,460,4.5,114709
160,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,468,4.0,114709
161,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,469,4.0,114709
162,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,470,4.0,114709
163,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,471,5.0,114709
164,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,474,4.0,114709
165,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,476,4.0,114709
166,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,477,4.0,114709
168,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,483,4.0,114709
169,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,484,4.5,114709
170,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,488,4.5,114709
172,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,492,4.0,114709
173,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,500,4.0,114709
174,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,504,4.0,114709
175,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,509,4.0,114709
176,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,514,4.0,114709
177,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,517,4.0,114709
179,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,524,4.0,114709
180,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,525,4.0,114709
183,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,533,5.0,114709
184,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,534,4.0,114709
187,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,550,4.0,114709
188,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,555,4.0,114709
189,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,559,5.0,114709
191,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,561,4.0,114709
192,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,562,4.5,114709
194,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,570,4.0,114709
195,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,572,4.0,114709
196,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,573,5.0,114709
197,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,579,4.0,114709
199,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,584,5.0,114709
200,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,587,5.0,114709
201,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,590,4.0,114709
202,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,596,4.0,114709
203,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,597,4.0,114709
206,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,601,4.0,114709
207,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,603,4.0,114709
209,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,605,4.0,114709
211,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,607,4.0,114709
214,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,610,5.0,114709
215,2,Jumanji (1995),Adventure|Children|Fantasy,6,4.0,113497
216,2,Jumanji (1995),Adventure|Children|Fantasy,8,4.0,113497
221,2,Jumanji (1995),Adventure|Children|Fantasy,27,4.0,113497
222,2,Jumanji (1995),Adventure|Children|Fantasy,51,4.5,113497
223,2,Jumanji (1995),Adventure|Children|Fantasy,62,4.0,113497
227,2,Jumanji (1995),Adventure|Children|Fantasy,93,5.0,113497
228,2,Jumanji (1995),Adventure|Children|Fantasy,94,4.0,113497
229,2,Jumanji (1995),Adventure|Children|Fantasy,103,4.0,113497
231,2,Jumanji (1995),Adventure|Children|Fantasy,107,5.0,113497
234,2,Jumanji (1995),Adventure|Children|Fantasy,122,4.0,113497
235,2,Jumanji (1995),Adventure|Children|Fantasy,125,4.0,113497
241,2,Jumanji (1995),Adventure|Children|Fantasy,160,4.0,113497
242,2,Jumanji (1995),Adventure|Children|Fantasy,169,4.0,113497
244,2,Jumanji (1995),Adventure|Children|Fantasy,186,4.0,113497
245,2,Jumanji (1995),Adventure|Children|Fantasy,202,4.0,113497
252,2,Jumanji (1995),Adventure|Children|Fantasy,232,4.0,113497
253,2,Jumanji (1995),Adventure|Children|Fantasy,240,5.0,113497
254,2,Jumanji (1995),Adventure|Children|Fantasy,249,4.0,113497
257,2,Jumanji (1995),Adventure|Children|Fantasy,276,4.0,113497
258,2,Jumanji (1995),Adventure|Children|Fantasy,284,4.0,113497
263,2,Jumanji (1995),Adventure|Children|Fantasy,304,4.0,113497
268,2,Jumanji (1995),Adventure|Children|Fantasy,321,5.0,113497
270,2,Jumanji (1995),Adventure|Children|Fantasy,323,4.0,113497
273,2,Jumanji (1995),Adventure|Children|Fantasy,353,4.0,113497
277,2,Jumanji (1995),Adventure|Children|Fantasy,380,5.0,113497
278,2,Jumanji (1995),Adventure|Children|Fantasy,381,4.0,113497
280,2,Jumanji (1995),Adventure|Children|Fantasy,411,4.0,113497
283,2,Jumanji (1995),Adventure|Children|Fantasy,426,4.5,113497
284,2,Jumanji (1995),Adventure|Children|Fantasy,432,4.0,113497
286,2,Jumanji (1995),Adventure|Children|Fantasy,436,4.0,113497
288,2,Jumanji (1995),Adventure|Children|Fantasy,447,5.0,113497
290,2,Jumanji (1995),Adventure|Children|Fantasy,458,4.0,113497
293,2,Jumanji (1995),Adventure|Children|Fantasy,475,4.5,113497
294,2,Jumanji (1995),Adventure|Children|Fantasy,476,4.0,113497
295,2,Jumanji (1995),Adventure|Children|Fantasy,477,4.0,113497
297,2,Jumanji (1995),Adventure|Children|Fantasy,482,4.5,113497
298,2,Jumanji (1995),Adventure|Children|Fantasy,483,4.0,113497
305,2,Jumanji (1995),Adventure|Children|Fantasy,523,4.5,113497
307,2,Jumanji (1995),Adventure|Children|Fantasy,527,4.0,113497
308,2,Jumanji (1995),Adventure|Children|Fantasy,534,4.5,113497
309,2,Jumanji (1995),Adventure|Children|Fantasy,559,4.0,113497
310,2,Jumanji (1995),Adventure|Children|Fantasy,561,4.0,113497
312,2,Jumanji (1995),Adventure|Children|Fantasy,566,4.0,113497
314,2,Jumanji (1995),Adventure|Children|Fantasy,573,4.5,113497
315,2,Jumanji (1995),Adventure|Children|Fantasy,586,4.0,113497
317,2,Jumanji (1995),Adventure|Children|Fantasy,592,4.0,113497
318,2,Jumanji (1995),Adventure|Children|Fantasy,594,4.0,113497
320,2,Jumanji (1995),Adventure|Children|Fantasy,600,4.0,113497
321,2,Jumanji (1995),Adventure|Children|Fantasy,602,4.0,113497
322,2,Jumanji (1995),Adventure|Children|Fantasy,604,5.0,113497
325,3,Grumpier Old Men (1995),Comedy|Romance,1,4.0,113228
326,3,Grumpier Old Men (1995),Comedy|Romance,6,5.0,113228
329,3,Grumpier Old Men (1995),Comedy|Romance,42,4.0,113228
330,3,Grumpier Old Men (1995),Comedy|Romance,43,5.0,113228
332,3,Grumpier Old Men (1995),Comedy|Romance,51,4.0,113228
338,3,Grumpier Old Men (1995),Comedy|Romance,102,5.0,113228
343,3,Grumpier Old Men (1995),Comedy|Romance,169,5.0,113228
344,3,Grumpier Old Men (1995),Comedy|Romance,179,4.0,113228
347,3,Grumpier Old Men (1995),Comedy|Romance,240,4.0,113228
348,3,Grumpier Old Men (1995),Comedy|Romance,269,4.0,113228
350,3,Grumpier Old Men (1995),Comedy|Romance,288,4.0,113228
358,3,Grumpier Old Men (1995),Comedy|Romance,337,4.0,113228
360,3,Grumpier Old Men (1995),Comedy|Romance,410,4.0,113228
361,3,Grumpier Old Men (1995),Comedy|Romance,414,4.0,113228
367,3,Grumpier Old Men (1995),Comedy|Romance,492,4.0,113228
368,3,Grumpier Old Men (1995),Comedy|Romance,501,5.0,113228
371,3,Grumpier Old Men (1995),Comedy|Romance,555,5.0,113228
374,3,Grumpier Old Men (1995),Comedy|Romance,594,4.0,113228
384,5,Father of the Bride Part II (1995),Comedy,6,5.0,113041
386,5,Father of the Bride Part II (1995),Comedy,43,5.0,113041
388,5,Father of the Bride Part II (1995),Comedy,58,4.0,113041
389,5,Father of the Bride Part II (1995),Comedy,66,4.0,113041
392,5,Father of the Bride Part II (1995),Comedy,103,4.0,113041
393,5,Father of the Bride Part II (1995),Comedy,107,4.0,113041
396,5,Father of the Bride Part II (1995),Comedy,120,4.0,113041
398,5,Father of the Bride Part II (1995),Comedy,147,4.5,113041
400,5,Father of the Bride Part II (1995),Comedy,169,5.0,113041
403,5,Father of the Bride Part II (1995),Comedy,200,4.0,113041
410,5,Father of the Bride Part II (1995),Comedy,337,4.0,113041
412,5,Father of the Bride Part II (1995),Comedy,389,4.0,113041
433,6,Heat (1995),Action|Crime|Thriller,1,4.0,113277
434,6,Heat (1995),Action|Crime|Thriller,6,4.0,113277
435,6,Heat (1995),Action|Crime|Thriller,11,5.0,113277
436,6,Heat (1995),Action|Crime|Thriller,18,4.0,113277
437,6,Heat (1995),Action|Crime|Thriller,23,4.0,113277
438,6,Heat (1995),Action|Crime|Thriller,24,4.5,113277
442,6,Heat (1995),Action|Crime|Thriller,45,4.0,113277
444,6,Heat (1995),Action|Crime|Thriller,62,4.5,113277
445,6,Heat (1995),Action|Crime|Thriller,64,4.5,113277
446,6,Heat (1995),Action|Crime|Thriller,68,4.0,113277
447,6,Heat (1995),Action|Crime|Thriller,79,4.0,113277
449,6,Heat (1995),Action|Crime|Thriller,84,4.0,113277
450,6,Heat (1995),Action|Crime|Thriller,91,5.0,113277
452,6,Heat (1995),Action|Crime|Thriller,105,4.0,113277
454,6,Heat (1995),Action|Crime|Thriller,112,4.5,113277
456,6,Heat (1995),Action|Crime|Thriller,121,5.0,113277
457,6,Heat (1995),Action|Crime|Thriller,140,5.0,113277
458,6,Heat (1995),Action|Crime|Thriller,150,4.0,113277
462,6,Heat (1995),Action|Crime|Thriller,182,4.5,113277
463,6,Heat (1995),Action|Crime|Thriller,191,4.0,113277
464,6,Heat (1995),Action|Crime|Thriller,195,4.0,113277
465,6,Heat (1995),Action|Crime|Thriller,199,4.0,113277
466,6,Heat (1995),Action|Crime|Thriller,202,5.0,113277
470,6,Heat (1995),Action|Crime|Thriller,239,5.0,113277
471,6,Heat (1995),Action|Crime|Thriller,244,5.0,113277
472,6,Heat (1995),Action|Crime|Thriller,266,4.0,113277
473,6,Heat (1995),Action|Crime|Thriller,269,5.0,113277
475,6,Heat (1995),Action|Crime|Thriller,274,4.0,113277
476,6,Heat (1995),Action|Crime|Thriller,282,4.0,113277
477,6,Heat (1995),Action|Crime|Thriller,286,4.5,113277
479,6,Heat (1995),Action|Crime|Thriller,297,5.0,113277
482,6,Heat (1995),Action|Crime|Thriller,312,4.0,113277
485,6,Heat (1995),Action|Crime|Thriller,317,5.0,113277
486,6,Heat (1995),Action|Crime|Thriller,318,4.0,113277
487,6,Heat (1995),Action|Crime|Thriller,325,4.0,113277
488,6,Heat (1995),Action|Crime|Thriller,336,4.0,113277
489,6,Heat (1995),Action|Crime|Thriller,337,5.0,113277
490,6,Heat (1995),Action|Crime|Thriller,339,4.0,113277
491,6,Heat (1995),Action|Crime|Thriller,353,4.0,113277
492,6,Heat (1995),Action|Crime|Thriller,362,4.0,113277
493,6,Heat (1995),Action|Crime|Thriller,368,4.0,113277
494,6,Heat (1995),Action|Crime|Thriller,372,5.0,113277
495,6,Heat (1995),Action|Crime|Thriller,373,5.0,113277
496,6,Heat (1995),Action|Crime|Thriller,380,5.0,113277
499,6,Heat (1995),Action|Crime|Thriller,389,5.0,113277
500,6,Heat (1995),Action|Crime|Thriller,391,4.0,113277
501,6,Heat (1995),Action|Crime|Thriller,400,5.0,113277
503,6,Heat (1995),Action|Crime|Thriller,425,4.0,113277
504,6,Heat (1995),Action|Crime|Thriller,434,4.0,113277
505,6,Heat (1995),Action|Crime|Thriller,437,5.0,113277
506,6,Heat (1995),Action|Crime|Thriller,438,5.0,113277
507,6,Heat (1995),Action|Crime|Thriller,444,4.0,113277
508,6,Heat (1995),Action|Crime|Thriller,451,4.0,113277
512,6,Heat (1995),Action|Crime|Thriller,480,4.0,113277
513,6,Heat (1995),Action|Crime|Thriller,486,5.0,113277
515,6,Heat (1995),Action|Crime|Thriller,493,4.0,113277
517,6,Heat (1995),Action|Crime|Thriller,521,4.0,113277
518,6,Heat (1995),Action|Crime|Thriller,524,4.0,113277
519,6,Heat (1995),Action|Crime|Thriller,532,5.0,113277
520,6,Heat (1995),Action|Crime|Thriller,553,5.0,113277
521,6,Heat (1995),Action|Crime|Thriller,559,5.0,113277
522,6,Heat (1995),Action|Crime|Thriller,561,4.0,113277
523,6,Heat (1995),Action|Crime|Thriller,573,4.5,113277
524,6,Heat (1995),Action|Crime|Thriller,577,4.0,113277
525,6,Heat (1995),Action|Crime|Thriller,580,4.0,113277
526,6,Heat (1995),Action|Crime|Thriller,588,5.0,113277
530,6,Heat (1995),Action|Crime|Thriller,599,4.5,113277
532,6,Heat (1995),Action|Crime|Thriller,603,4.0,113277
534,6,Heat (1995),Action|Crime|Thriller,610,5.0,113277
535,7,Sabrina (1995),Comedy|Romance,6,4.0,114319
538,7,Sabrina (1995),Comedy|Romance,31,4.0,114319
539,7,Sabrina (1995),Comedy|Romance,32,4.0,114319
542,7,Sabrina (1995),Comedy|Romance,43,5.0,114319
544,7,Sabrina (1995),Comedy|Romance,51,4.0,114319
545,7,Sabrina (1995),Comedy|Romance,58,5.0,114319
549,7,Sabrina (1995),Comedy|Romance,90,4.0,114319
551,7,Sabrina (1995),Comedy|Romance,117,4.0,114319
553,7,Sabrina (1995),Comedy|Romance,169,4.5,114319
557,7,Sabrina (1995),Comedy|Romance,188,4.0,114319
559,7,Sabrina (1995),Comedy|Romance,206,4.0,114319
563,7,Sabrina (1995),Comedy|Romance,276,4.0,114319
564,7,Sabrina (1995),Comedy|Romance,280,4.5,114319
566,7,Sabrina (1995),Comedy|Romance,304,4.0,114319
567,7,Sabrina (1995),Comedy|Romance,314,4.0,114319
575,7,Sabrina (1995),Comedy|Romance,489,4.0,114319
577,7,Sabrina (1995),Comedy|Romance,498,4.0,114319
578,7,Sabrina (1995),Comedy|Romance,501,4.0,114319
583,7,Sabrina (1995),Comedy|Romance,541,4.0,114319
584,7,Sabrina (1995),Comedy|Romance,566,4.0,114319
591,8,Tom and Huck (1995),Adventure|Children,43,5.0,112302
597,9,Sudden Death (1995),Action,151,4.0,114576
602,9,Sudden Death (1995),Action,337,5.0,114576
609,9,Sudden Death (1995),Action,456,4.0,114576
611,9,Sudden Death (1995),Action,492,5.0,114576
617,10,GoldenEye (1995),Action|Adventure|Thriller,21,5.0,113189
619,10,GoldenEye (1995),Action|Adventure|Thriller,31,4.0,113189
620,10,GoldenEye (1995),Action|Adventure|Thriller,34,5.0,113189
621,10,GoldenEye (1995),Action|Adventure|Thriller,42,5.0,113189
622,10,GoldenEye (1995),Action|Adventure|Thriller,43,4.0,113189
624,10,GoldenEye (1995),Action|Adventure|Thriller,56,4.0,113189
628,10,GoldenEye (1995),Action|Adventure|Thriller,68,4.5,113189
633,10,GoldenEye (1995),Action|Adventure|Thriller,93,4.0,113189
635,10,GoldenEye (1995),Action|Adventure|Thriller,99,4.0,113189
638,10,GoldenEye (1995),Action|Adventure|Thriller,119,4.0,113189
639,10,GoldenEye (1995),Action|Adventure|Thriller,136,5.0,113189
642,10,GoldenEye (1995),Action|Adventure|Thriller,166,4.5,113189
646,10,GoldenEye (1995),Action|Adventure|Thriller,176,5.0,113189
647,10,GoldenEye (1995),Action|Adventure|Thriller,178,4.0,113189
650,10,GoldenEye (1995),Action|Adventure|Thriller,186,4.0,113189
651,10,GoldenEye (1995),Action|Adventure|Thriller,192,5.0,113189
652,10,GoldenEye (1995),Action|Adventure|Thriller,195,4.0,113189
653,10,GoldenEye (1995),Action|Adventure|Thriller,200,4.5,113189
654,10,GoldenEye (1995),Action|Adventure|Thriller,202,4.0,113189
656,10,GoldenEye (1995),Action|Adventure|Thriller,217,4.0,113189
657,10,GoldenEye (1995),Action|Adventure|Thriller,219,4.5,113189
658,10,GoldenEye (1995),Action|Adventure|Thriller,220,4.0,113189
659,10,GoldenEye (1995),Action|Adventure|Thriller,226,4.0,113189
660,10,GoldenEye (1995),Action|Adventure|Thriller,229,4.0,113189
664,10,GoldenEye (1995),Action|Adventure|Thriller,243,5.0,113189
665,10,GoldenEye (1995),Action|Adventure|Thriller,244,5.0,113189
668,10,GoldenEye (1995),Action|Adventure|Thriller,274,4.0,113189
670,10,GoldenEye (1995),Action|Adventure|Thriller,284,4.0,113189
674,10,GoldenEye (1995),Action|Adventure|Thriller,301,4.0,113189
675,10,GoldenEye (1995),Action|Adventure|Thriller,304,4.0,113189
677,10,GoldenEye (1995),Action|Adventure|Thriller,313,4.0,113189
679,10,GoldenEye (1995),Action|Adventure|Thriller,322,4.0,113189
682,10,GoldenEye (1995),Action|Adventure|Thriller,340,4.0,113189
683,10,GoldenEye (1995),Action|Adventure|Thriller,347,4.0,113189
684,10,GoldenEye (1995),Action|Adventure|Thriller,349,4.0,113189
690,10,GoldenEye (1995),Action|Adventure|Thriller,376,4.5,113189
691,10,GoldenEye (1995),Action|Adventure|Thriller,380,5.0,113189
697,10,GoldenEye (1995),Action|Adventure|Thriller,408,4.5,113189
703,10,GoldenEye (1995),Action|Adventure|Thriller,438,4.0,113189
704,10,GoldenEye (1995),Action|Adventure|Thriller,441,4.5,113189
707,10,GoldenEye (1995),Action|Adventure|Thriller,448,4.0,113189
708,10,GoldenEye (1995),Action|Adventure|Thriller,452,4.0,113189
710,10,GoldenEye (1995),Action|Adventure|Thriller,458,4.0,113189
